id,team,position,first_name,second_name,web_name,known_name,team_join_date,birth_date,total_points,bonus,bps,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,points_per_game,points_per_game_rank,points_per_game_rank_type,saves_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
710,Aston Villa,DEF,Travis,Patterson,Patterson,,2025-08-30,2005-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,581,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570,207,556,206,525,202,573,207
719,Aston Villa,DEF,Victor,Lindelöf,Lindelöf,,2025-09-01,1994-07-17,29,0,124,942,11,0,1,1,15,0,0,0,0,0,0,47,19,7,54,0.28,0.10,0.38,15.93,1.7,397,145,0.0,1.43,1.05,0.1,5.16,0.03,0.01,0.04,1.52,167.8,36.6,22.0,22.7,331,127,388,139,398,142,390,137
754,Aston Villa,MID,George,Hemmings,George Hemmings,,2025-08-05,2007-03-04,2,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.04,0.01,0.05,0.61,1.0,498,224,0.0,0.0,0.0,0.0,3.6,0.14,0.04,0.18,2.2,0.0,1.7,2.0,0.3,750,311,483,233,464,228,520,237
757,Aston Villa,GKP,Ronnie,Hollingshead,Hollingshead,,2025-12-02,2004-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,624,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614,84,606,74,575,59,617,84
768,Aston Villa,DEF,Leon,Routh,Leon Routh,,2025-12-20,2007-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,654,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644,252,636,251,607,249,647,252
781,Aston Villa,DEF,TJ,Carroll,Carroll,,2026-01-02,2007-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,647,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637,246,629,245,599,242,640,246
792,Aston Villa,MID,Alysson Edward Franco,da Rocha dos Santos,Alysson,Alysson Edward,2026-01-01,2006-05-05,3,0,11,47,0,0,0,0,2,0,0,0,0,0,0,1,3,0,4,0.05,0.05,0.10,1.87,1.0,513,235,0.0,3.83,0.0,0.0,7.66,0.1,0.1,0.2,3.58,3.2,3.5,10.0,1.5,505,230,469,224,428,209,498,227
808,Aston Villa,FWD,Tammy,Abraham,Abraham,,2026-01-27,1997-10-02,23,2,93,278,2,2,0,0,8,0,0,0,0,0,0,3,6,4,13,2.05,0.36,2.41,5.12,1.9,368,41,0.0,2.59,0.65,0.0,4.21,0.66,0.12,0.78,1.66,87.2,49.2,136.0,27.1,401,46,371,47,244,47,378,47
183,Burnley,GKP,Max,Weiß,Weiss,,2025-06-25,2004-06-15,7,0,39,270,3,0,0,0,4,0,0,0,0,0,10,4,21,0,0,0.00,0.00,0.00,4.82,2.3,304,30,3.33,1.33,1.0,0.0,0.0,0.0,0.0,0.0,1.61,76.8,10.0,0.0,8.7,408,32,441,12,621,74,441,30
184,Burnley,GKP,Etienne,Green,Green,,2024-08-07,2000-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,614,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603,79,594,68,563,53,606,79
185,Burnley,GKP,Václav,Hladký,Hladký,,2024-07-19,1990-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,560,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549,45,531,25,500,10,552,45
186,Burnley,DEF,Connor,Roberts,Roberts,,2021-08-31,1995-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,667,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656,256,651,256,627,255,659,256
187,Burnley,DEF,Kyle,Walker,Walker,,2025-07-05,1990-05-28,70,3,242,3095,35,0,2,4,66,0,0,0,9,0,0,156,155,56,212,0.15,1.29,1.44,67.53,1.9,361,135,0.0,1.92,1.02,0.12,6.16,0.0,0.04,0.04,1.96,506.0,237.2,28.0,77.4,130,56,174,45,384,134,212,75
188,Burnley,DEF,Hannes,Delcroix,Delcroix,,2023-08-22,1999-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,546,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,190,516,189,484,184,538,190
189,Burnley,DEF,Owen,Dodgson,Dodgson,,2021-08-20,2003-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,607,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596,220,587,219,556,215,599,220
190,Burnley,DEF,Hjalmar,Ekdal,Ekdal,,2023-01-21,1998-10-21,52,2,159,1539,17,0,0,2,34,0,0,0,0,0,0,150,49,24,174,0.25,0.32,0.57,31.03,2.7,231,91,0.0,1.99,0.99,0.12,10.18,0.01,0.02,0.03,1.81,372.0,55.8,88.0,51.7,200,84,358,126,304,92,297,93
191,Burnley,DEF,Maxime,Estève,Estève,,2024-06-14,2002-05-26,85,0,264,2933,34,0,0,3,70,2,0,0,1,0,0,290,114,44,334,0.73,0.59,1.32,67.06,2.5,270,105,0.0,2.15,1.04,0.09,10.25,0.02,0.02,0.04,2.06,745.4,92.5,97.0,93.7,42,17,305,99,288,84,167,56
192,Burnley,DEF,Quilindschy,Hartman,Hartman,,2025-06-26,2001-11-14,63,0,228,1825,21,0,6,3,40,0,0,0,1,0,0,101,69,52,153,0.32,1.98,2.30,42.91,3.0,189,74,0.0,1.97,1.04,0.15,7.55,0.02,0.1,0.12,2.12,422.2,288.8,83.0,79.5,170,70,153,40,307,94,204,71
193,Burnley,DEF,Bashir,Humphreys,Humphreys,,2025-07-01,2003-03-15,47,1,210,1574,17,0,2,2,33,0,0,0,6,0,0,114,69,27,141,0.42,0.68,1.10,35.30,2.4,286,110,0.0,1.89,0.97,0.11,8.06,0.02,0.04,0.06,2.02,379.0,135.6,101.0,61.4,193,79,264,71,285,83,265,87
194,Burnley,DEF,Jordan,Beyer,Jordan,,2023-07-01,2000-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,570,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559,202,544,201,513,197,562,202
195,Burnley,DEF,Lucas,Pires Silva,Lucas Pires,Lucas Pires,2024-07-16,2001-03-24,25,0,127,1405,15,0,0,1,30,0,0,0,1,1,0,64,86,29,93,0.60,1.46,2.06,28.19,1.2,452,162,0.0,1.92,0.96,0.06,5.96,0.04,0.09,0.13,1.81,247.0,294.6,117.0,65.6,278,109,148,38,267,74,251,84
196,Burnley,DEF,Shurandy,Sambo,Sambo,,2024-06-28,2001-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,606,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595,219,586,218,555,214,598,219
197,Burnley,DEF,Oliver,Sonne,Sonne,,2025-01-01,2000-11-10,13,0,20,164,1,1,0,0,4,0,0,0,0,0,0,5,4,2,7,0.55,0.08,0.63,3.79,1.9,359,133,0.0,2.2,0.55,0.0,3.84,0.3,0.04,0.34,2.08,44.8,18.1,30.0,9.2,435,160,417,153,379,130,437,158
198,Burnley,DEF,Axel,Tuanzebe,Tuanzebe,,2025-07-01,1997-11-14,34,0,102,1201,14,1,0,1,26,1,0,0,1,0,0,106,40,14,120,0.61,0.12,0.73,29.70,2.4,285,109,0.0,1.95,1.05,0.07,8.99,0.05,0.01,0.06,2.23,276.4,11.1,52.0,34.1,262,104,435,158,345,114,356,119
199,Burnley,DEF,Joe,Worrall,Worrall,,2024-08-23,1997-01-10,20,0,40,496,5,0,0,0,11,0,0,0,0,0,0,72,10,4,76,0.08,0.02,0.10,11.68,1.8,373,136,0.0,2.0,0.91,0.0,13.79,0.01,0.0,0.01,2.12,147.4,1.5,19.0,17.0,349,132,485,174,406,146,408,146
200,Burnley,MID,Jaidon,Anthony,Anthony,,2025-07-01,1999-12-01,127,6,513,2717,32,8,4,4,59,0,0,0,4,0,0,49,141,42,232,5.11,2.85,7.96,59.00,3.4,130,55,0.0,1.95,1.06,0.13,7.68,0.17,0.09,0.26,1.95,586.8,552.2,619.0,175.8,88,29,46,40,31,15,35,27
201,Burnley,MID,Manuel,Benson Hedilazio,Benson,,2022-08-04,1997-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,821,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821,365,821,365,820,365,821,365
202,Burnley,MID,Jacob,Bruun Larsen,Bruun Larsen,,2025-07-11,1998-09-19,41,0,123,1014,10,0,1,3,29,0,0,0,0,0,0,20,31,12,63,1.37,1.16,2.53,23.46,1.5,425,184,0.0,2.57,0.89,0.27,5.59,0.12,0.1,0.22,2.08,121.0,212.4,140.0,47.4,374,168,192,126,240,132,316,154
203,Burnley,MID,Enock,Agyei,Boateng,,2023-01-30,2005-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,786,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786,340,782,340,774,338,786,340
204,Burnley,MID,Darko,Churlinov,Churlinov,,2022-08-19,2000-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,794,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794,345,790,345,787,344,794,345
205,Burnley,MID,Josh,Cullen,Cullen,,2022-07-12,1996-04-07,70,8,321,1513,18,2,2,3,29,1,0,0,2,0,0,68,73,32,173,0.94,1.36,2.30,32.50,3.9,73,33,0.0,1.73,1.07,0.18,10.29,0.06,0.08,0.14,1.93,342.0,218.1,98.0,66.0,215,87,184,121,287,153,249,123
206,Burnley,MID,Marcus,Edwards,Edwards,,2025-07-01,1998-12-03,51,2,189,1058,11,1,3,1,18,0,0,0,0,0,0,6,50,11,67,1.49,1.84,3.33,24.61,2.2,319,133,0.0,1.53,0.94,0.09,5.7,0.13,0.16,0.29,2.09,180.0,283.9,226.0,68.9,324,144,155,102,160,89,241,117
207,Burnley,MID,Hannibal,Mejbri,Hannibal,,2024-08-28,2003-01-21,59,4,261,1219,15,1,5,2,27,0,0,0,10,0,0,17,65,29,111,0.91,2.08,2.98,28.29,2.2,320,134,0.0,1.99,1.11,0.15,8.2,0.07,0.15,0.22,2.09,252.8,330.9,128.0,71.0,275,117,125,86,254,140,233,114
208,Burnley,MID,Luca,Koleosho,Koleosho,,2023-07-25,2004-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,811,358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811,358,810,358,807,357,811,358
209,Burnley,MID,Josh,Laurent,Laurent,,2024-08-30,1995-05-06,56,1,232,1752,18,1,0,2,41,0,0,0,6,1,0,74,64,48,186,0.87,0.48,1.35,39.20,1.7,402,173,0.0,2.11,0.92,0.1,9.55,0.04,0.02,0.06,2.01,298.0,185.1,111.0,58.6,247,105,220,145,273,148,273,138
210,Burnley,MID,Loum,Tchaouna,Tchaouna,,2025-07-02,2003-09-08,59,0,208,1259,14,2,2,2,24,0,0,0,2,0,0,13,38,18,69,1.27,0.91,2.18,25.04,2.0,352,151,0.0,1.72,1.0,0.14,4.93,0.09,0.07,0.16,1.79,185.8,231.1,173.0,59.3,319,140,179,116,214,115,270,135
211,Burnley,MID,Aaron,Ramsey,A.Ramsey,,2023-08-22,2003-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,687,263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678,255,674,258,653,249,680,257
212,Burnley,MID,Oluwaseun,Adewumi,Adewumi,,2024-08-29,2005-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,750,311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747,309,741,309,727,305,748,310
213,Burnley,MID,Jaydon,Banel,Banel,,2025-02-03,2004-10-19,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.05,1.0,491,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,734,299,493,237,712,294,735,300
214,Burnley,MID,Mike,Trésor Ndayishimiye,Trésor,,2024-07-01,1999-05-28,6,0,18,37,0,0,0,0,2,0,0,0,0,0,0,0,4,1,5,0.00,0.00,0.00,1.65,1.0,475,206,0.0,4.86,0.0,0.0,12.16,0.0,0.0,0.0,4.01,7.2,15.2,2.0,2.4,487,218,423,207,459,225,484,218
215,Burnley,FWD,Zian,Flemming,Flemming,,2025-06-01,1998-08-01,99,11,371,1764,21,11,0,3,35,0,0,0,5,0,0,49,33,17,99,7.94,0.41,8.35,37.06,3.4,135,13,0.0,1.79,1.07,0.15,5.05,0.41,0.02,0.43,1.89,466.0,159.5,533.0,114.9,146,15,242,27,49,21,110,19
216,Burnley,FWD,Zeki,Amdouni,Amdouni,,2023-07-19,2000-12-04,4,0,10,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.24,0.02,0.26,0.79,1.0,506,61,0.0,0.0,0.0,0.0,1.3,0.31,0.03,0.34,1.03,2.6,5.1,20.0,2.6,508,58,463,58,404,58,482,58
217,Burnley,FWD,Lyle,Foster,Foster,,2023-01-25,2000-09-03,58,4,202,1361,15,3,2,4,30,0,0,0,4,0,0,27,42,16,85,3.22,0.37,3.59,27.91,2.2,323,34,0.0,1.98,0.99,0.26,5.62,0.21,0.02,0.23,1.85,219.0,147.0,262.0,62.1,296,30,255,30,135,36,261,32
218,Burnley,FWD,Ashley,Barnes,Barnes,,2025-01-02,1989-10-30,5,0,11,40,0,0,0,0,3,0,0,0,2,0,0,0,2,0,2,0.25,0.04,0.29,2.37,0.9,523,65,0.0,6.75,0.0,0.0,4.5,0.56,0.09,0.65,5.33,2.2,1.9,44.0,4.8,509,59,480,61,351,54,465,57
219,Burnley,FWD,Michael,Obafemi,Obafemi,,2023-07-01,2000-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,684,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675,70,671,69,650,68,677,70
470,Burnley,GKP,Martin,Dúbravka,Dúbravka,,2025-08-07,1989-01-15,96,7,436,3150,35,0,0,4,71,0,0,0,1,0,127,59,291,1,0,0.00,0.04,0.04,71.26,2.7,232,26,3.63,2.03,1.0,0.11,0.0,0.0,0.0,0.0,2.04,976.4,0.0,0.0,97.9,8,1,568,52,537,37,156,1
614,Burnley,MID,James,Ward-Prowse,Ward-Prowse,,2026-01-28,1994-11-01,40,0,248,1092,12,0,1,2,27,0,0,0,1,0,0,44,49,16,109,0.24,1.87,2.11,23.32,2.2,328,140,0.0,2.23,0.99,0.16,8.98,0.02,0.15,0.17,1.92,215.0,384.4,22.0,62.1,300,127,102,73,400,199,262,129
676,Burnley,MID,Lesley,Ugochukwu,Ugochukwu,,2025-08-06,2004-03-26,97,5,374,2330,27,3,3,3,51,0,0,0,1,1,0,63,100,51,214,2.50,0.41,2.91,52.82,2.8,224,86,0.0,1.97,1.04,0.12,8.27,0.1,0.02,0.12,2.04,412.2,181.5,210.0,80.2,177,67,224,147,172,93,202,96
680,Burnley,FWD,Armando,Broja,Broja,,2025-08-08,2001-09-10,43,2,119,843,8,1,1,1,27,0,0,0,0,0,0,12,26,6,44,2.14,0.22,2.36,23.35,1.8,386,42,0.0,2.88,0.85,0.11,4.7,0.23,0.02,0.25,2.49,102.0,78.9,207.0,38.5,390,45,330,42,177,41,340,43
722,Burnley,MID,Florentino Ibrain,Morris Luís,Florentino,Florentino,2025-09-01,1999-08-19,84,0,357,2100,25,0,2,2,45,0,0,0,6,0,0,111,113,89,313,0.64,0.52,1.16,46.26,2.7,243,96,0.0,1.93,1.07,0.09,13.41,0.03,0.02,0.05,1.98,421.0,234.5,56.0,71.4,172,64,177,114,341,177,232,113
776,Burnley,MID,Oliver,Pimlott,Pimlott,,2025-08-25,2007-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,776,332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776,332,769,331,756,328,776,332
784,Burnley,MID,George,Brierley,Brierley,,2025-09-22,2007-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,783,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783,337,777,337,765,335,783,337
820,Burnley,MID,Kian,McMahon-Brown,McMahon-Brown,,2026-03-02,2008-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,775,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775,331,768,330,755,327,775,331
66,Bournemouth,GKP,Norberto,Murara Neto,Neto,,2022-08-07,1989-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,705,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699,95,694,89,675,79,701,95
67,Bournemouth,GKP,Đorđe,Petrović,Petrović,,2025-07-16,1999-10-08,124,5,512,3420,38,0,0,11,54,1,0,0,3,0,109,62,285,0,0,0.00,0.00,0.00,56.72,3.3,146,18,2.87,1.42,1.0,0.29,0.0,0.0,0.0,0.0,1.49,822.6,0.0,0.0,82.4,28,7,778,91,767,82,196,8
68,Bournemouth,GKP,Will,Dennis,Dennis,,2019-08-01,2000-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,605,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594,73,585,62,554,47,597,73
69,Bournemouth,GKP,Callan,McKenna,McKenna,,2024-02-01,2006-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,586,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575,64,561,48,530,33,578,64
70,Bournemouth,GKP,Alex,Paulsen,Paulsen,,2024-07-01,2002-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,619,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608,81,599,70,568,55,611,81
71,Bournemouth,DEF,Illia,Zabarnyi,Zabarnyi,,2023-01-31,2002-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,810,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810,267,809,267,806,267,810,267
72,Bournemouth,DEF,Marcos,Senesi Barón,Senesi,,2022-08-08,1997-05-10,175,14,571,3288,37,0,6,11,53,0,0,0,8,0,0,357,155,62,419,1.53,4.72,6.25,54.77,4.7,20,5,0.0,1.45,1.01,0.3,11.47,0.04,0.13,0.17,1.5,1114.4,367.8,201.0,168.6,4,2,106,27,186,46,38,4
73,Bournemouth,DEF,Adam,Smith,Smith,,2014-01-28,1991-04-29,58,4,185,1073,14,0,2,6,16,0,0,0,3,0,0,55,29,15,70,0.00,0.23,0.23,18.18,2.6,258,99,0.0,1.34,1.17,0.5,5.87,0.0,0.02,0.02,1.52,176.2,76.6,18.0,27.1,326,125,332,112,410,150,377,130
74,Bournemouth,DEF,Adrien,Truffert,Truffert,,2025-06-16,2001-11-20,165,19,607,3378,38,1,6,11,51,0,0,0,5,0,0,199,188,102,301,1.35,3.07,4.42,54.42,4.3,41,14,0.0,1.36,1.01,0.29,8.02,0.04,0.08,0.12,1.45,857.0,574.2,194.0,162.6,21,7,42,4,191,49,48,7
75,Bournemouth,DEF,Matai,Akinmboni,Akinmboni,,2025-01-03,2006-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,554,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543,197,525,196,493,191,546,197
76,Bournemouth,DEF,Owen,Bevan,Bevan,,2022-08-22,2003-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,553,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542,196,524,195,492,190,545,196
77,Bournemouth,DEF,James,Hill,Hill,,2022-01-05,2002-01-10,110,4,386,2102,22,0,3,8,24,2,0,0,5,0,0,221,74,39,260,0.89,1.16,2.04,33.42,3.8,78,28,0.0,1.03,0.94,0.34,11.13,0.04,0.05,0.09,1.43,579.4,161.7,119.0,86.3,92,40,233,58,265,72,182,61
78,Bournemouth,DEF,Julián,Araujo Zúñiga,J.Araujo,,2024-08-13,2001-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,547,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536,191,517,190,485,185,539,191
79,Bournemouth,DEF,Chris,Mepham,Mepham,,2019-01-22,1997-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,598,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587,216,578,215,547,211,590,216
80,Bournemouth,DEF,Julio,Soler Barreto,Soler,,2025-01-07,2005-02-16,3,0,2,34,0,0,0,0,2,0,0,0,0,0,0,0,4,1,1,0.00,0.00,0.00,1.62,1.0,468,169,0.0,5.29,0.0,0.0,2.65,0.0,0.0,0.0,4.29,1.8,2.5,2.0,0.6,513,180,474,171,455,170,510,178
81,Bournemouth,MID,Justin,Kluivert,Kluivert,,2023-07-01,1999-05-05,41,3,147,945,10,2,0,4,19,0,0,0,5,0,0,9,46,10,65,2.31,1.55,3.86,17.96,2.0,358,153,0.0,1.81,0.95,0.38,6.19,0.22,0.15,0.37,1.71,148.0,305.1,135.0,58.8,348,157,145,96,246,137,272,137
84,Bournemouth,MID,Marcus,Tavernier,Tavernier,,2022-08-01,1999-03-22,137,14,552,2732,31,7,4,11,44,0,0,0,6,0,0,62,150,39,251,9.06,4.60,13.66,41.06,4.0,59,27,0.0,1.45,1.02,0.36,8.27,0.3,0.15,0.45,1.35,656.8,816.6,605.0,207.9,65,18,15,14,34,18,20,15
85,Bournemouth,MID,Tyler,Adams,Adams,,2023-08-20,1999-02-14,77,3,346,1769,21,2,2,7,28,0,0,0,8,0,0,83,96,53,232,0.63,0.63,1.26,27.18,3.1,180,71,0.0,1.42,1.07,0.36,11.8,0.03,0.03,0.06,1.38,387.0,158.2,115.0,66.3,189,74,243,154,272,147,248,122
86,Bournemouth,MID,David,Brooks,Brooks,,2018-07-01,1997-07-08,59,4,215,1188,13,1,3,5,20,0,0,0,7,0,0,19,56,19,94,5.81,3.40,9.21,20.25,1.9,362,154,0.0,1.52,0.98,0.38,7.12,0.44,0.26,0.7,1.53,236.2,384.5,434.0,104.1,285,120,101,72,66,39,139,76
87,Bournemouth,MID,Ryan,Christie,Christie,,2021-08-31,1995-02-22,47,2,214,978,9,2,1,3,14,0,0,0,3,1,0,34,62,27,123,1.81,0.79,2.60,19.14,1.8,383,164,0.0,1.29,0.83,0.28,11.32,0.17,0.07,0.24,1.76,226.6,197.0,220.0,64.7,290,123,211,139,165,90,252,125
88,Bournemouth,MID,Lewis,Cook,Cook,,2016-07-08,1997-02-03,40,0,190,872,8,0,1,1,19,0,0,0,1,1,0,56,62,25,143,0.07,0.52,0.59,14.00,2.2,322,136,0.0,1.96,0.83,0.1,14.76,0.01,0.05,0.06,1.44,206.8,183.8,12.0,40.6,306,130,222,146,423,207,338,162
89,Bournemouth,MID,Philip,Billing,Philip,,2019-07-29,1996-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,790,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790,342,786,342,783,341,790,342
90,Bournemouth,MID,Alex,Scott,Scott,,2023-08-10,2003-08-21,136,9,603,2848,34,3,2,11,41,0,0,0,5,0,0,133,193,60,386,3.80,2.94,6.74,47.02,3.7,93,43,0.0,1.3,1.07,0.35,12.2,0.12,0.09,0.21,1.49,597.2,482.0,314.0,139.0,84,27,63,51,105,63,73,46
91,Bournemouth,MID,Luis,Sinisterra Lucumí,Sinisterra,,2024-06-14,1999-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,806,354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806,354,805,354,802,353,806,354
92,Bournemouth,MID,Romain,Faivre,Faivre,,2023-07-13,1998-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,716,281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710,276,706,278,689,272,712,278
